status,path,cluster,owner,risk_level
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/models/component.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/models/diagram.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/models/integration.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/setup.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/utils/agency-data-processor.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/utils/file-utils.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tests/utils/mermaid-generator.test.ts,Misc,Misc,medium
A,codex-rs/boot-sequence/codex-tmuxai-adapter/tsconfig.json,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/README.md,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/cluster-mesh/setup-clustermesh.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/cluster-setup/create-eks-cluster.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/components/hms-api.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/components/hms-sys-aws.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/hms-sys/cilium-values.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/hms-sys/install-cilium.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/network-policies/allow-cross-cloud.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/aws/network-policies/allow-ffi-cross-cloud.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/README.md,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/TROUBLESHOOTING.md,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/cluster-mesh/setup-clustermesh.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/cluster-setup/create-aks-cluster.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/components/hms-doc.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/components/hms-etl.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/components/hms-nfo.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/components/hms-ops.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/components/hms-sys-azure.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/hms-sys/cilium-values.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/hms-sys/install-cilium.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/network-policies/allow-cross-cloud.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/network-policies/allow-ffi-cross-cloud.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/network-policies/allow-hms-components.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/azure/network-policies/default-deny.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/deployments/shared/cross-cloud-config.yaml,Misc,Misc,medium
A,codex-rs/boot-sequence/examples/usage_example.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/examples/visual_effects_demo.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/scripts/test-ffi-cross-cloud.sh,Misc,Misc,medium
A,codex-rs/boot-sequence/src/component.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced/component.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced/mod.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced/neural.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced/particles.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced/visualization.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/enhanced_component.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/lib.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/sequence.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/status.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/telemetry.rs,Misc,Misc,medium
A,codex-rs/boot-sequence/src/visualization.rs,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/README.md,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/boot_sequence.rs,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/boot_sequence_renderer.rs,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/dependency_manager.rs,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/integration.rs,Misc,Misc,medium
A,codex-rs/cli/src/boot_sequence/mod.rs,Misc,Misc,medium
A,codex-rs/cli/src/mock_boot_sequence.rs,Misc,Misc,medium
A,codex-rs/cli/src/mock_exec.rs,Misc,Misc,medium
A,codex-rs/cli/src/mock_tui.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/commands.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/mod.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/provider.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/test_doubles.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/cli_commands_test.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/cli_integration_tests.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/integration_test.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/minimal_tests.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/mock.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/mock_response.rs,Misc,Misc,medium
A,codex-rs/cli/src/self_heal/tests/mod.rs,Misc,Misc,medium
A,codex-rs/cli/src/tests/mod.rs,Misc,Misc,medium
A,codex-rs/cli/src/tests/standalone_mock/implementation.rs,Misc,Misc,medium
A,codex-rs/cli/src/tests/standalone_mock/mod.rs,Misc,Misc,medium
A,codex-rs/cli/tests/health_monitor_standalone_test.rs,Misc,Misc,medium
A,codex-rs/cli/tests/minimal_self_heal_test.rs,Misc,Misc,medium
A,codex-rs/cli/tests/self_heal_cli_test.rs,Misc,Misc,medium
A,codex-rs/cli/tests/self_heal_standalone_test.rs,Misc,Misc,medium
A,codex-rs/cli/tests/standalone_mock/application_monitor.rs,Misc,Misc,medium
A,codex-rs/cli/tests/standalone_mock/mod.rs,Misc,Misc,medium
D,codex-rs/docs/protocol_v1.md,Misc,Misc,medium
A,codex-rs/genetic-engine/Cargo.toml,Misc,Misc,medium
A,codex-rs/genetic-engine/src/lib.rs,Misc,Misc,medium
A,codex-rs/healing/Cargo.toml,Misc,Misc,medium
A,codex-rs/healing/src/circuit_breaker/mod.rs,Misc,Misc,medium
A,codex-rs/healing/src/factory.rs,Misc,Misc,medium
A,codex-rs/healing/src/lib.rs,Misc,Misc,medium
A,codex-rs/healing/src/mock.rs,Misc,Misc,medium
A,codex-rs/healing/src/policy/mod.rs,Misc,Misc,medium
A,codex-rs/healing/src/recovery/mod.rs,Misc,Misc,medium
A,codex-rs/integration/etl/Cargo.toml,Misc,Misc,medium
A,codex-rs/integration/etl/src/lib.rs,Misc,Misc,medium
A,codex-rs/integration/tmuxai/Cargo.toml,Misc,Misc,medium
A,codex-rs/integration/tmuxai/src/lib.rs,Misc,Misc,medium
A,codex-rs/knowledge/Cargo.toml,Misc,Misc,medium
A,codex-rs/knowledge/src/lib.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/Cargo.toml,Misc,Misc,medium
A,codex-rs/mac-coordinator/README.md,Misc,Misc,medium
A,codex-rs/mac-coordinator/TEST_PLAN.md,Misc,Misc,medium
A,codex-rs/mac-coordinator/benches/coordinator_benchmarks.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/agent.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/controller.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/coordination.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/events.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/ffi.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/healing.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/lib.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/lifecycle.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/model.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/src/registry.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/tests/coordination_tests.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/tests/lifecycle_tests.rs,Misc,Misc,medium
A,codex-rs/mac-coordinator/tests/registry_tests.rs,Misc,Misc,medium
A,codex-rs/marketplace/Cargo.toml,Misc,Misc,medium
A,codex-rs/marketplace/src/lib.rs,Misc,Misc,medium
A,codex-rs/monitoring/alerts/mod.rs,Misc,Misc,medium
A,codex-rs/monitoring/anomaly/mod.rs,Misc,Misc,medium
A,codex-rs/monitoring/core/mod.rs,Misc,Misc,medium
A,codex-rs/monitoring/health/mod.rs,Misc,Misc,medium
A,codex-rs/monitoring/metrics/mod.rs,Misc,Misc,medium
A,codex-rs/monitoring/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/Cargo.toml,Misc,Misc,medium
A,codex-rs/status-system/README.md,Misc,Misc,medium
A,codex-rs/status-system/src/analyzer/git.rs,Misc,Misc,medium
A,codex-rs/status-system/src/analyzer/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/src/cli.rs,Misc,Misc,medium
A,codex-rs/status-system/src/integration/cli.rs,Misc,Misc,medium
A,codex-rs/status-system/src/integration/core.rs,Misc,Misc,medium
A,codex-rs/status-system/src/integration/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/src/lib.rs,Misc,Misc,medium
A,codex-rs/status-system/src/lib.rs.tmp,Misc,Misc,medium
A,codex-rs/status-system/src/main.rs,Misc,Misc,medium
A,codex-rs/status-system/src/monitor/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/src/tmux/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/src/tracker/mod.rs,Misc,Misc,medium
A,codex-rs/status-system/src/tracker/models.rs,Misc,Misc,medium
A,codex-rs/status-system/tests/analyzer_tests.rs,Misc,Misc,medium
A,codex-rs/status-system/tests/integration_tests.rs,Misc,Misc,medium
A,codex-rs/status-system/tests/monitor_tests.rs,Misc,Misc,medium
A,codex-rs/status-system/tests/tracker_tests.rs,Misc,Misc,medium
A,codex-rs/supervisor/Cargo.toml,Misc,Misc,medium
A,codex-rs/supervisor/src/lib.rs,Misc,Misc,medium
A,codex.md,Misc,Misc,medium
A,core/Cargo.lock,Core Workspace,Core,medium
A,core/Cargo.toml,Core Workspace,Core,medium
A,core/config/self_healing_config.json,Core Workspace,Core,medium
A,core/crates/agent_core/Cargo.toml,Core Workspace,Core,medium
A,core/crates/agent_core/src/lib.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/Cargo.toml,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/backoff.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/in_memory_bus.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/lib.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/messaging.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/metadata.rs,Core Workspace,Core,medium
A,core/crates/agent_runtime/src/tracing_enricher.rs,Core Workspace,Core,medium
A,core/crates/agent_skills/Cargo.toml,Core Workspace,Core,medium
A,core/crates/agent_skills/src/lib.rs,Core Workspace,Core,medium
A,core/crates/communication/Cargo.toml,Core Workspace,Core,medium
A,core/crates/communication/build.rs,Core Workspace,Core,medium
A,core/crates/communication/proto/agent.proto,Core Workspace,Core,medium
A,core/crates/communication/src/lib.rs,Core Workspace,Core,medium
A,core/crates/data_store/Cargo.toml,Core Workspace,Core,medium
A,core/crates/data_store/src/lib.rs,Core Workspace,Core,medium
A,core/crates/econ_formal/Cargo.toml,Core Workspace,Core,medium
A,core/crates/econ_formal/build.rs,Core Workspace,Core,medium
A,core/crates/econ_formal/src/lib.rs,Core Workspace,Core,medium
A,core/crates/economic/Cargo.toml,Core Workspace,Core,medium
A,core/crates/economic/README.md,Core Workspace,Core,medium
A,core/crates/economic/mod.rs,Core Workspace,Core,medium
A,core/crates/economic/src/economic.rs,Core Workspace,Core,medium
A,core/crates/economic/src/lib.rs,Core Workspace,Core,medium
A,core/crates/ffi/Cargo.toml,Core Workspace,Core,medium
A,core/crates/ffi/README.md,Core Workspace,Core,medium
A,core/crates/ffi/build.rs,Core Workspace,Core,medium
A,core/crates/ffi/cbindgen.toml,Core Workspace,Core,medium
A,core/crates/ffi/examples/Makefile,Core Workspace,Core,medium
A,core/crates/ffi/examples/c_example.c,Core Workspace,Core,medium
A,core/crates/ffi/examples/python_example.py,Core Workspace,Core,medium
A,core/crates/ffi/src/boot_verification.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/components.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/hms_ffi_core.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/lean_integration.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/lib.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/tests/lean_integration_tests.rs,Core Workspace,Core,medium
A,core/crates/ffi/src/trade_balance_integration.rs,Core Workspace,Core,medium
A,core/crates/genetic/Cargo.toml,Core Workspace,Core,medium
A,core/crates/genetic/README.md,Core Workspace,Core,medium
A,core/crates/genetic/mod.rs,Core Workspace,Core,medium
A,core/crates/genetic/src/genetic.rs,Core Workspace,Core,medium
A,core/crates/genetic/src/lib.rs,Core Workspace,Core,medium
A,core/crates/genetic_engine/Cargo.toml,Core Workspace,Core,medium
A,core/crates/genetic_engine/src/lib.rs,Core Workspace,Core,medium
A,core/crates/genetic_prover_interface/Cargo.toml,Core Workspace,Core,medium
A,core/crates/genetic_prover_interface/src/lib.rs,Core Workspace,Core,medium
A,core/crates/graph_core/Cargo.toml,Core Workspace,Core,medium
A,core/crates/graph_core/src/lib.rs,Core Workspace,Core,medium
A,core/crates/knowledge_registry/Cargo.toml,Core Workspace,Core,medium
A,core/crates/knowledge_registry/src/lib.rs,Core Workspace,Core,medium
A,core/crates/mac/Cargo.toml,Core Workspace,Core,medium
A,core/crates/mac/src/coordinator.rs,Core Workspace,Core,medium
A,core/crates/mac/src/domains/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/environment/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/environment/state_store.rs,Core Workspace,Core,medium
A,core/crates/mac/src/human_interface/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/human_interface/tmux.rs,Core Workspace,Core,medium
A,core/crates/mac/src/lib.rs,Core Workspace,Core,medium
A,core/crates/mac/src/models/economic.rs,Core Workspace,Core,medium
A,core/crates/mac/src/models/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/models/session.rs,Core Workspace,Core,medium
A,core/crates/mac/src/supervisor/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/utils/mod.rs,Core Workspace,Core,medium
A,core/crates/mac/src/utils/visualization.rs,Core Workspace,Core,medium
A,core/crates/mac/src/verification/checker.rs,Core Workspace,Core,medium
A,core/crates/mac/src/verification/mod.rs,Core Workspace,Core,medium
A,core/crates/mac_core/Cargo.toml,Core Workspace,Core,medium
A,core/crates/mac_core/src/lib.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/Cargo.toml,Core Workspace,Core,medium
A,core/crates/mac_tmux/README.md,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/agent.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/commands.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/config.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/lib.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/main.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/observer.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/session.rs,Core Workspace,Core,medium
A,core/crates/mac_tmux/src/ui.rs,Core Workspace,Core,medium
A,core/crates/mac_trade_integration/Cargo.toml,Core Workspace,Core,medium
A,core/crates/mac_trade_integration/src/ffi/mod.rs,Core Workspace,Core,medium
A,core/crates/mac_trade_integration/src/ffi/python.rs,Core Workspace,Core,medium
A,core/crates/mac_trade_integration/src/lib.rs,Core Workspace,Core,medium
